human,name_hu,alias_hu
http://www.wikidata.org/entity/Q268305,Anna Laetitia Barbauld,Anna Barbauld
http://www.wikidata.org/entity/Q268305,Anna Laetitia Barbauld,Anna Lætitia Barbauld
http://www.wikidata.org/entity/Q268305,Anna Laetitia Barbauld,Anna Letitia Barbauld
http://www.wikidata.org/entity/Q268305,Anna Laetitia Barbauld,Mrs. Barbauld
http://www.wikidata.org/entity/Q266339,Bem József,Bem apó
http://www.wikidata.org/entity/Q266339,Bem József,Józef Bem
http://www.wikidata.org/entity/Q266339,Bem József,Józef Zachariasz Bem
http://www.wikidata.org/entity/Q268537,Fabio Calzavara,Calzavara
http://www.wikidata.org/entity/Q265971,Lavinia Miloșovici,Lavinia Milosovici
http://www.wikidata.org/entity/Q265971,Lavinia Miloșovici,Lavinia Miloşovici
http://www.wikidata.org/entity/Q268453,Richard de Bury,Richard Aungerville
http://www.wikidata.org/entity/Q268453,Richard de Bury,Richard Aungervyle
http://www.wikidata.org/entity/Q266112,Kate Alexa,Kate Alexa Gudinski
http://www.wikidata.org/entity/Q255675,Issekutz Béla,Béla Issekutz
http://www.wikidata.org/entity/Q255678,Štefan Marko Daxner,Daxner István Márk
http://www.wikidata.org/entity/Q259691,Jason Kay,Jason Luís Cheetham
http://www.wikidata.org/entity/Q256001,Heidi Hautala,Hautala
http://www.wikidata.org/entity/Q256001,Heidi Hautala,Heidi Anneli Hautala
http://www.wikidata.org/entity/Q266247,Gérard Genette,Gerard Genette
http://www.wikidata.org/entity/Q264453,Nadežda Petrović,Petrović
http://www.wikidata.org/entity/Q264453,Nadežda Petrović,Надежда Петровић
http://www.wikidata.org/entity/Q255542,Prusinszky Nikoletta,Nikki Andersson
http://www.wikidata.org/entity/Q255577,Bebe Daniels,Phyllis Virginia Daniels
http://www.wikidata.org/entity/Q266415,Kaufmann Izidor,Isiidor Kaufmann
http://www.wikidata.org/entity/Q266416,Betsy Blair,Elizabeth Winifred Boger
http://www.wikidata.org/entity/Q256054,Bíró Lajos,Blau Lajos
http://www.wikidata.org/entity/Q259927,Komnénosz Teodóra,Theodóra Komnéné
http://www.wikidata.org/entity/Q264126,Perger Anita,Anita Dark
http://www.wikidata.org/entity/Q266482,Antonio Bonfini,Antonius Bonfinius
http://www.wikidata.org/entity/Q264383,Bronte Barratt,Bronte Amelia Arnold Barratt
http://www.wikidata.org/entity/Q268763,Heffler Tibor,Tibor Heffler
http://www.wikidata.org/entity/Q268580,Szeka,Hszekiu
http://www.wikidata.org/entity/Q264521,Iroda To’laganova,Iroda Tulyaganova
http://www.wikidata.org/entity/Q264523,Pijaszilisz,Pijasili
http://www.wikidata.org/entity/Q264523,Pijaszilisz,Piyasili
http://www.wikidata.org/entity/Q264523,Pijaszilisz,Sarri-Kusuh
http://www.wikidata.org/entity/Q264534,Forika Réka,Ferencz Réka
http://www.wikidata.org/entity/Q256179,Németh Angéla,Ránky Mátyásné
http://www.wikidata.org/entity/Q256222,Praszkovja Fjodorovna Szaltikova orosz cárné,Praskowija Saltykowa
http://www.wikidata.org/entity/Q256222,Praszkovja Fjodorovna Szaltikova orosz cárné,Praskowja Fjodorowna Saltykowa
http://www.wikidata.org/entity/Q256222,Praszkovja Fjodorovna Szaltikova orosz cárné,Praskowja Saltykowa
http://www.wikidata.org/entity/Q268652,Bourbon Katalin lotaringiai trónörökösné,Navarrai Katalin
http://www.wikidata.org/entity/Q268680,Janusz A. Zajdel,Janusz Andrzej Zajdel
http://www.wikidata.org/entity/Q259750,Thury Zoltán,Köpe Zoltán
http://www.wikidata.org/entity/Q259750,Thury Zoltán,Zoltán Thury
http://www.wikidata.org/entity/Q259851,Nana Ioszeliani,Nana Ioseliani
http://www.wikidata.org/entity/Q259851,Nana Ioszeliani,Nana Joszeliani
http://www.wikidata.org/entity/Q259877,Kate del Castillo,Kate del Castillo-Negrete Trillo
http://www.wikidata.org/entity/Q259884,Origa,Olga Vitaljevna Jakovleva
http://www.wikidata.org/entity/Q264601,Marosvári Béla,Adalbert Marksteiner
http://www.wikidata.org/entity/Q264601,Marosvári Béla,Marksteiner Béla
http://www.wikidata.org/entity/Q268986,Katja Tukiainen,Tukiainen
http://www.wikidata.org/entity/Q259979,Cécile Aubry,Anne-José Madeleine Henriette Bénard
http://www.wikidata.org/entity/Q259998,Marion Ross,Ross
http://www.wikidata.org/entity/Q269209,I. Nemtiemszaf,I. Merenré
http://www.wikidata.org/entity/Q256428,Borsos Miklós,Miklós Borsos
http://www.wikidata.org/entity/Q256428,Borsos Miklós,Nicolas Borsos
http://www.wikidata.org/entity/Q256430,Maathórnofruré,Szauszkanu
http://www.wikidata.org/entity/Q256446,Iszetnofret,Ízisz-nofret
http://www.wikidata.org/entity/Q252902,Francisco de Mélo,Capitano Francisco de Mélo
http://www.wikidata.org/entity/Q252902,Francisco de Mélo,Francisco de Mélo d'Assumar
http://www.wikidata.org/entity/Q252902,Francisco de Mélo,Francisco de Mélo de Tor de Laguna
http://www.wikidata.org/entity/Q268726,Chus Lampreave,Maria Jesus Lampreave
http://www.wikidata.org/entity/Q268726,Chus Lampreave,María Jesús Lampreave
http://www.wikidata.org/entity/Q268732,Arthur Erickson,Arthur C. Erickson
http://www.wikidata.org/entity/Q268732,Arthur Erickson,Arthur Charles Erickson
http://www.wikidata.org/entity/Q270935,Chris Cornell,Christopher Cornell
http://www.wikidata.org/entity/Q270935,Chris Cornell,Christopher John Boyle
http://www.wikidata.org/entity/Q264754,Ariadna Gil,Gil
http://www.wikidata.org/entity/Q264754,Ariadna Gil,Ariadna Gil Giner
http://www.wikidata.org/entity/Q268977,Caspar von Zumbusch,Kaspar von Zumbusch
http://www.wikidata.org/entity/Q260179,Szirtes Ági,Szirtes Ágnes
http://www.wikidata.org/entity/Q260184,Eva Amurri,Eva Maria Livia Amurri
http://www.wikidata.org/entity/Q260184,Eva Amurri,Eva Maria Olivia Amurri
http://www.wikidata.org/entity/Q260184,Eva Amurri,Eva Maria Olivia Martino
http://www.wikidata.org/entity/Q260214,Nicky Romero,Nick Rotteveel
http://www.wikidata.org/entity/Q269098,Alla Kusnyir,Alla Kushnir
http://www.wikidata.org/entity/Q269098,Alla Kusnyir,Alla Kusnir
http://www.wikidata.org/entity/Q266968,Gurgen Margarján,Kurken Markarjan
http://www.wikidata.org/entity/Q266968,Gurgen Margarján,Գուրգեն Մարգարյան
http://www.wikidata.org/entity/Q269240,Kâzım Dirik,Kazim Dirik
http://www.wikidata.org/entity/Q264787,April Bowlby,April Michelle Bowlby
http://www.wikidata.org/entity/Q264840,Vera Farmiga,Vera Ann Farmiga
http://www.wikidata.org/entity/Q269265,I. Pepi,Meriré
http://www.wikidata.org/entity/Q264748,Selma Blair,Selma Blair Beitner
http://www.wikidata.org/entity/Q269167,Katona Gyula,G. O. H. Katona
http://www.wikidata.org/entity/Q269167,Katona Gyula,Gyula O. H. Katona
http://www.wikidata.org/entity/Q269181,Jean d’Auton,Jean d'Auton
http://www.wikidata.org/entity/Q269181,Jean d’Auton,Jehan Authon
http://www.wikidata.org/entity/Q269183,Nasztasszja Aljakszandravna Novikava,Anasztaszija Alekszandrovna Novikova
http://www.wikidata.org/entity/Q269183,Nasztasszja Aljakszandravna Novikava,Anasztaszija Novikova
http://www.wikidata.org/entity/Q269183,Nasztasszja Aljakszandravna Novikava,Nasztasszja Novikava
http://www.wikidata.org/entity/Q269302,Habsburg Eleonóra főhercegnő,Ausztriai Eleonóra
http://www.wikidata.org/entity/Q269321,Tatyjana Anatoljevna Koszinceva,Tatyjana Koszinceva
http://www.wikidata.org/entity/Q256730,Christy Canyon,Melissa Kaye Bardizbanian
http://www.wikidata.org/entity/Q256762,Nagy Ernő,Ernő Nagy
http://www.wikidata.org/entity/Q267105,Keith Vaz,Nigel Keith Anthony Standish Vaz
http://www.wikidata.org/entity/Q260347,Silpa Bhirasri,Corrado Feroci
http://www.wikidata.org/entity/Q260347,Silpa Bhirasri,ศิลป์ พีระศรี
http://www.wikidata.org/entity/Q266942,Lorraine Gary,Lorraine Gottfried
http://www.wikidata.org/entity/Q260125,John G. Avildsen,Danny Mulroon
http://www.wikidata.org/entity/Q260125,John G. Avildsen,John Avildsen
http://www.wikidata.org/entity/Q257037,Altai Margit,Altai Rezsőné
http://www.wikidata.org/entity/Q257037,Altai Margit,Gomperz Margit
http://www.wikidata.org/entity/Q256913,Juraj Palkovič,Palkovics György
http://www.wikidata.org/entity/Q256923,Maxime Vachier-Lagrave,MVL
http://www.wikidata.org/entity/Q267158,Gonda János,Janos Gonda
http://www.wikidata.org/entity/Q267158,Gonda János,János Gonda
http://www.wikidata.org/entity/Q271097,Mincza-Nébald Ildikó,Mincza Ildikó Nébaldné
http://www.wikidata.org/entity/Q271104,II. András magyar király,Jeruzsálemi András
http://www.wikidata.org/entity/Q260125,John G. Avildsen,John Guilbert Avildsen
http://www.wikidata.org/entity/Q269480,Li Hszüe-jing,Li Xueying
http://www.wikidata.org/entity/Q256990,Németh Károly,Károly Németh
http://www.wikidata.org/entity/Q269402,Lauri Ylönen,Ylönen
http://www.wikidata.org/entity/Q269402,Lauri Ylönen,Johannes Ylönen
http://www.wikidata.org/entity/Q269774,Jerzy Sebastian Lubomirski,Jerzy Lubomirski
http://www.wikidata.org/entity/Q269520,Icsidzsó Maszako,Sóken
http://www.wikidata.org/entity/Q269564,Dzmitry Zavadski,Дзмітрый Завадскі
http://www.wikidata.org/entity/Q269564,Dzmitry Zavadski,Дмитрий Завадский
http://www.wikidata.org/entity/Q269565,Přemysl Anna cseh királyné,Anna Přemyslovna
http://www.wikidata.org/entity/Q260663,Anasztaszija Romanovna Zaharina orosz cárné,Anastasia Romanovna
http://www.wikidata.org/entity/Q260663,Anasztaszija Romanovna Zaharina orosz cárné,Anastassija Romanowna Sacharjina
http://www.wikidata.org/entity/Q269410,Nagyezsda Anatoljevna Koszinceva,Nadezhda Kosintseva
http://www.wikidata.org/entity/Q269410,Nagyezsda Anatoljevna Koszinceva,Nagyezsda Koszinceva
http://www.wikidata.org/entity/Q260448,Lujza Hippolita monacói hercegnő,I. Lujza Hippolita
http://www.wikidata.org/entity/Q267893,Lorraine Fenton,Lorraine Graham
http://www.wikidata.org/entity/Q273032,Jean Lannes,Lannes
http://www.wikidata.org/entity/Q269832,Claudine Auger,Claudine Oger
http://www.wikidata.org/entity/Q273034,Lucy Maud Montgomery,Lucy Maud Montgomery Macdonald
http://www.wikidata.org/entity/Q267769,Zilahy Lajos,Lajos Zilahy
http://www.wikidata.org/entity/Q267782,Szőke Katalin,Domján Árpádné
http://www.wikidata.org/entity/Q267782,Szőke Katalin,Homonnai Katalin
http://www.wikidata.org/entity/Q267782,Szőke Katalin,Markovits Kálmánné
http://www.wikidata.org/entity/Q267985,Rachel Félix,Élisabeth Félix
http://www.wikidata.org/entity/Q273253,Herennius Etruscus római császár,Imperator Caesar Quintus Herennius Etruscus Messius Decius Augustus
http://www.wikidata.org/entity/Q273253,Herennius Etruscus római császár,Quintus Herennius Etruscus római császár
http://www.wikidata.org/entity/Q271464,Terry Crews,Terry Alan Crews
http://www.wikidata.org/entity/Q273159,Henry Russell,Henry Norris Russell
http://www.wikidata.org/entity/Q268069,Isikava Mijuki Melody,Isihara Melody
http://www.wikidata.org/entity/Q268069,Isikava Mijuki Melody,melody.
http://www.wikidata.org/entity/Q268099,Veronica Lario,Miriam Raffaella Bartolini
http://www.wikidata.org/entity/Q273314,Antonio Meucci,Antonio 'Santi Giuseppe' Meucci
http://www.wikidata.org/entity/Q271526,Bánky Vilma,Koncsics Vilma
http://www.wikidata.org/entity/Q274885,Émile Amélineau,Emile Amelineau
http://www.wikidata.org/entity/Q274888,Émile Allais,Emile Allais
http://www.wikidata.org/entity/Q277405,Ilija Janjić,Janjić
http://www.wikidata.org/entity/Q277405,Ilija Janjić,Janjic
http://www.wikidata.org/entity/Q267934,Mattyasovszky Ilona,Fraknói Ilona
http://www.wikidata.org/entity/Q267934,Mattyasovszky Ilona,Helene von Bolvary
http://www.wikidata.org/entity/Q267934,Mattyasovszky Ilona,Helene von Bolváry
http://www.wikidata.org/entity/Q267934,Mattyasovszky Ilona,Helene von Mattyasovszky
http://www.wikidata.org/entity/Q267934,Mattyasovszky Ilona,Ilona von Mattyasovszky
http://www.wikidata.org/entity/Q267957,Ivaszaki Mineko,Tanaka Maszako
http://www.wikidata.org/entity/Q277663,Jamie Uys,Uys
http://www.wikidata.org/entity/Q277663,Jamie Uys,Jacobus Johannes Uys
http://www.wikidata.org/entity/Q269931,I. Lúcia tripoliszi grófnő,Poitiers Lúcia
http://www.wikidata.org/entity/Q275159,Lin Vej-ning,Lin Weining
http://www.wikidata.org/entity/Q271540,Gyenge Valéria,Garai Jánosné
http://www.wikidata.org/entity/Q270234,Habsburg Anna magyar hercegnő,Ausztriai Anna
http://www.wikidata.org/entity/Q270234,Habsburg Anna magyar hercegnő,Csehországi Anna
http://www.wikidata.org/entity/Q270234,Habsburg Anna magyar hercegnő,Magyarországi Anna
http://www.wikidata.org/entity/Q275142,Csen Hsziao-min,Chen Xiaomin
http://www.wikidata.org/entity/Q273351,Molly Peters,Mollie Peters
http://www.wikidata.org/entity/Q270085,Sen Kuo,Shen Kuo
http://www.wikidata.org/entity/Q273438,Marie Seebach,Seebach
http://www.wikidata.org/entity/Q273438,Marie Seebach,Marie Wilhelmina Seebach
http://www.wikidata.org/entity/Q273403,Jenna-Louise Coleman,Jenna Louise Coleman
http://www.wikidata.org/entity/Q271584,Rotter Emília,Emília Rotter
http://www.wikidata.org/entity/Q271584,Rotter Emília,Szmolár Pálné
http://www.wikidata.org/entity/Q273509,Ellen Foley,Foley Ellen
http://www.wikidata.org/entity/Q278216,Victor Babeș,Victor Babes
http://www.wikidata.org/entity/Q278216,Victor Babeș,Victor Babeş
http://www.wikidata.org/entity/Q278294,Andreánszky Gábor,Gabor Andreanszky
http://www.wikidata.org/entity/Q278294,Andreánszky Gábor,Gábor Andreánszky
http://www.wikidata.org/entity/Q271571,Anhalt-zerbsti Erzsébet brandenburgi választófejedelemné,Anhalt-zerbsti Erzsébet
http://www.wikidata.org/entity/Q270312,Marion Rolland,Rolland
http://www.wikidata.org/entity/Q271708,Dara Bubamara,Adžić
http://www.wikidata.org/entity/Q271708,Dara Bubamara,Radojka Kesić
http://www.wikidata.org/entity/Q270279,Icíar Bollaín,Bollaín
http://www.wikidata.org/entity/Q270279,Icíar Bollaín,Icíar Bollaín Pérez-Mínguez
http://www.wikidata.org/entity/Q273675,Richter Stefánia,Stéphanie zu Hohenlohe-Waldenburg-Schillingsfürst
http://www.wikidata.org/entity/Q271569,Patricia Hitchcock,Patricia Alma Hitchcock O'Connell
http://www.wikidata.org/entity/Q273530,Nadine Angerer,Nadine Marejke Angerer
http://www.wikidata.org/entity/Q273537,Hunyady Emese,Németh-Hunyady Emese
http://www.wikidata.org/entity/Q278399,Ralph Abercromby,Ralph Abercrombie
http://www.wikidata.org/entity/Q278399,Ralph Abercromby,Sir Ralph Abercromby of Tullibody
http://www.wikidata.org/entity/Q278442,Sjaak Troost,Jacob Troost
http://www.wikidata.org/entity/Q270182,Catarina Lindqvist,Catarina Lindqvist-Ryan
http://www.wikidata.org/entity/Q270187,Jacqueline Auriol,Jacqueline Douet
http://www.wikidata.org/entity/Q273606,Komnénosz Teodóra,Komnéna Teodóra
http://www.wikidata.org/entity/Q275175,Witold Gombrowicz,Gombrowicz
http://www.wikidata.org/entity/Q277953,Loona,Marie-José van der Kolk
http://www.wikidata.org/entity/Q278777,Pjotr Venyiaminovics Szvidler,Peter Szvidler
http://www.wikidata.org/entity/Q278130,"Thomas Howard, Norfolk 4. hercege","Thomas Howard, Norfolk hercege"
http://www.wikidata.org/entity/Q273519,Hazel Hotchkiss Wightman,Hazel Hotchkiss-Wightman
http://www.wikidata.org/entity/Q275443,Victoria Spence,Tori Spence
http://www.wikidata.org/entity/Q275443,Victoria Spence,Victoria Anne Spence
http://www.wikidata.org/entity/Q278632,İbrahim Talî Öngören,İbrahim Talî Bey
http://www.wikidata.org/entity/Q278632,İbrahim Talî Öngören,İbraim Ethem Öngören
http://www.wikidata.org/entity/Q278656,David Scott,David Randolph Scott
http://www.wikidata.org/entity/Q271746,Gal Rasché,Галина Крутикова
http://www.wikidata.org/entity/Q278852,Rubinek Gyula,Gyula Rubinek
http://www.wikidata.org/entity/Q273979,Mutnedzsmet,Mutnodzsmet
http://www.wikidata.org/entity/Q273840,Tara Cunningham,Tara Nott
http://www.wikidata.org/entity/Q270468,Elin Wägner,Wägner
http://www.wikidata.org/entity/Q270495,Diana Chelaru,Diana Maria Chelaru
http://www.wikidata.org/entity/Q270498,Morvai Krisztina,Krisztina Morvai
http://www.wikidata.org/entity/Q270386,Veronica Hart,Jane Esther Hamilton
http://www.wikidata.org/entity/Q275324,Madeleine Sherwood,Louise Helene Thornton
http://www.wikidata.org/entity/Q271934,Szofija Andejevna Tolsztaja,Szonja
http://www.wikidata.org/entity/Q270601,Claribel Alegría,Claribel Alegría Vides
http://www.wikidata.org/entity/Q279011,Abonyi Árpád,Csiba Árpád
http://www.wikidata.org/entity/Q279011,Abonyi Árpád,nagyabonyi Csiba Árpád
http://www.wikidata.org/entity/Q273933,Marie Krøyer,Marie Martha Mathilde Triepcke
http://www.wikidata.org/entity/Q279397,Széchenyi István,a legnagyobb magyar
http://www.wikidata.org/entity/Q279397,Széchenyi István,Gróf sárvár-felsővidéki Széchenyi István
http://www.wikidata.org/entity/Q275920,Kirsten Vangsness,Kirsten Simone Vangsness
http://www.wikidata.org/entity/Q270529,Jevgenyij Primakov,Jevgenyij Makszimovics Primakov
http://www.wikidata.org/entity/Q279200,János Viktor,Vittorio Jano
http://www.wikidata.org/entity/Q270659,Prapavadi Csarönrattanatarakun,Csanpim Kantatian
http://www.wikidata.org/entity/Q270659,Prapavadi Csarönrattanatarakun,Junpim Kuntatean
http://www.wikidata.org/entity/Q270659,Prapavadi Csarönrattanatarakun,Prapawadee Jaroenrattanatarakoon
http://www.wikidata.org/entity/Q272027,Georgina Spelvin,Michelle Graham
http://www.wikidata.org/entity/Q271861,Vakabajasi Akiko,若林 映子
http://www.wikidata.org/entity/Q271939,Chuck Yeager,"Charles Elwood ""Chuck"" Yeager"
http://www.wikidata.org/entity/Q271939,Chuck Yeager,Charles Elwood Yeager
http://www.wikidata.org/entity/Q271939,Chuck Yeager,Charles Yeager
http://www.wikidata.org/entity/Q273962,Enyedi Ildikó,Ildiko Enyedi
http://www.wikidata.org/entity/Q273962,Enyedi Ildikó,Ildikó Enyedi
http://www.wikidata.org/entity/Q270660,Michael Vartan,Michael S. Vartan
http://www.wikidata.org/entity/Q274048,Halet Çambel,Çambel
http://www.wikidata.org/entity/Q274070,Alejandro Amenábar,Alejandro Amenabar
http://www.wikidata.org/entity/Q274070,Alejandro Amenábar,Alejandro Fernando Amenábar Cantos
http://www.wikidata.org/entity/Q276090,Elizebeth Smith Friedman,E.S. Friedman
http://www.wikidata.org/entity/Q276090,Elizebeth Smith Friedman,Elizebeth Friedman
http://www.wikidata.org/entity/Q276090,Elizebeth Smith Friedman,Elizebeth S. Friedman
http://www.wikidata.org/entity/Q276090,Elizebeth Smith Friedman,Elizebeth Smith
http://www.wikidata.org/entity/Q276091,Koke,Jorge Resurrección Merodio
